0.000000,10.193044,6.043820,7.520136,15.357151,27.212186,20.323619,19.036902,15.111031,33.729924
10.193044,0.000000,15.017936,17.670584,10.135536,36.599464,30.171900,25.604424,16.501931,42.247632
6.043820,15.017936,0.000000,6.332265,16.785527,21.609296,15.254831,13.272178,12.643962,27.766816
7.520136,17.670584,6.332265,0.000000,22.060017,21.475159,13.986951,17.766345,18.969897,28.998326
15.357151,10.135536,16.785527,22.060017,0.000000,35.983012,31.138850,21.923524,9.918968,39.726984
27.212186,36.599464,21.609296,21.475159,35.983012,0.000000,7.724527,15.618807,27.345787,8.729692
20.323619,30.171900,15.254831,13.986951,31.138850,7.724527,0.000000,14.322933,23.786648,16.079607
19.036902,25.604424,13.272178,17.766345,21.923524,15.618807,14.322933,0.000000,12.355949,17.831449
15.111031,16.501931,12.643962,18.969897,9.918968,27.345787,23.786648,12.355949,0.000000,30.161834
33.729924,42.247632,27.766816,28.998326,39.726984,8.729692,16.079607,17.831449,30.161834,0.000000
