0,0,0,0,5040,1201,4037,2955,4981,396
0,0,4414,936,0,1,59,6,418,5
0,5186,0,0,4281,2305,4984,0,0,706
0,1063,0,0,868,2020,0,1682,1233,577
4145,0,2869,912,0,15,34,289,0,16
1270,8,2306,1963,8,0,0,1215,135,0
2170,74,5933,0,41,0,0,0,278,2646
2917,103,0,1845,292,552,0,0,0,1019
5164,508,0,1189,0,98,256,0,0,141
262,6,644,594,13,0,2784,1439,145,0
